Timestamp,nvt
2010-10-29 10:16:58,31.41117507735845
2010-10-31 02:15:38,32.57719019489245
2010-11-02 05:08:26,34.622758080707634
2010-11-04 06:54:36,38.725380733976124
2010-11-06 03:50:04,41.36298874757527
2010-11-07 19:43:13,43.81195787873002
2010-11-09 06:03:36,44.74459285232891
2010-11-11 03:18:26,47.59462155552906
2010-11-13 04:35:12,49.35665167233364
2010-11-14 19:51:33,56.106472246971435
2010-11-16 17:47:32,59.30585553741921
2010-11-18 08:16:09,60.275680286199716
2010-11-20 17:05:06,61.15853472233031
2010-11-23 08:12:55,61.32074925377232
2010-11-25 17:01:27,62.83979695760226
2010-11-27 17:38:21,64.77288890065525
2010-11-29 19:14:52,74.1793429803685
2010-12-01 19:32:11,79.87575214669312
2010-12-03 20:55:15,81.30871861235617
2010-12-05 12:46:09,80.59790880400472
2010-12-07 05:04:49,77.07347490941807
2010-12-08 19:40:37,79.98139473998356
2010-12-10 20:31:12,85.17944842267835
2010-12-13 02:13:40,87.94227751379651
2010-12-15 12:24:13,83.16253579475654
2010-12-17 16:47:23,79.39242461801499
2010-12-20 00:35:07,76.66161609392586
2010-12-22 05:46:16,69.07056272900513
2010-12-24 21:32:23,67.68376485571977
2010-12-27 09:22:40,64.78983934293372
2010-12-29 15:32:28,62.964432868847744
2011-01-01 00:11:12,62.33723540652985
2011-01-03 04:42:12,63.25494484968827
2011-01-05 19:37:48,61.97434781560861
2011-01-08 05:20:25,63.688540356400594
2011-01-10 14:13:45,68.89859565512597
2011-01-12 22:39:52,68.78892986048666
2011-01-15 01:40:40,69.60175473647256
2011-01-17 07:58:23,71.42822475575403
2011-01-19 16:47:40,71.25576232050548
2011-01-21 22:53:14,72.86309327987799
2011-01-24 06:02:48,74.48038700908961
2011-01-26 10:57:00,74.46027383604086
2011-01-28 19:24:06,69.19557973891965
2011-01-31 08:52:00,66.72839196149775
2011-02-02 14:13:23,61.24605799062275
2011-02-04 21:09:00,59.515623599553116
2011-02-07 00:22:32,60.807927765297464
2011-02-09 02:09:36,60.59446959707264
2011-02-11 04:03:58,57.76900219304299
2011-02-13 03:11:56,54.76408813164074
2011-02-15 02:32:08,51.86283601753002
2011-02-16 19:24:29,50.27128812504903
2011-02-18 12:12:27,48.795534497223024
2011-02-20 15:09:42,49.14422810656011
2011-02-22 13:03:21,47.058049288013194
2011-02-24 06:48:14,44.7256187973984
2011-02-25 23:55:28,40.0346680413821
2011-02-27 07:09:32,36.241404252562454
2011-03-01 18:30:47,34.359192493619375
2011-03-04 00:53:35,31.673235028201155
2011-03-05 14:58:05,30.848640377429298
2011-03-06 23:39:38,29.59829092851395
2011-03-08 22:32:29,26.983123768555952
2011-03-11 18:51:33,23.807683497841403
2011-03-15 00:34:39,24.063081159453947
2011-03-17 22:51:51,25.403455115281474
2011-03-21 02:43:16,27.48537133511161
2011-03-23 19:05:36,27.91492736252224
2011-03-26 07:32:13,27.210488136041764
2011-03-28 20:26:35,27.426024704577912
2011-03-31 05:13:59,30.838845024237184
2011-04-02 09:16:03,33.25199665898191
2011-04-04 13:14:46,35.72949683331105
2011-04-06 20:53:22,37.115133798324585
2011-04-09 07:46:11,39.85512944742863
2011-04-11 17:49:08,41.7481810099368
2011-04-13 20:03:20,42.65527080245983
2011-04-16 07:46:49,42.63311497659887
2011-04-18 16:38:54,41.54700895079455
2011-04-21 06:55:52,40.89717970926538
2011-04-23 14:00:57,40.52614915648602
2011-04-25 18:50:36,41.164231129811455
2011-04-27 19:32:16,39.58834976144929
2011-04-29 21:26:19,36.827401804053736
2011-05-02 00:13:58,34.56857926438486
2011-05-03 23:14:27,33.64596210743691
2011-05-05 19:00:31,30.92323570718786
2011-05-07 14:07:19,29.71403171912905
2011-05-09 08:48:11,28.010460538694915
2011-05-11 05:58:35,27.677744281042912
2011-05-13 08:56:10,29.110797058840387
2011-05-15 01:07:15,27.191337061955206
2011-05-16 17:38:19,24.12698645395184
2011-05-18 04:51:27,23.219530320846278
2011-05-19 22:07:14,24.381901944221593
2011-05-21 17:14:19,23.917712803372716
2011-05-23 05:36:59,21.41937861336852
2011-05-24 13:57:54,19.729417736008738
2011-05-25 19:31:07,18.932376174013662
2011-05-27 04:15:19,18.786618294056264
2011-05-29 12:00:15,18.879828919104778
2011-05-31 23:24:24,18.49333321647657
2011-06-02 23:52:10,19.85996636399803
2011-06-04 19:48:26,19.016363786938122
2011-06-06 11:25:14,18.002583712457152
2011-06-08 14:34:26,15.850714875282893
2011-06-10 08:52:34,15.16368443705768
2011-06-12 00:05:24,14.959544274505365
2011-06-13 15:32:09,13.953890295244767
2011-06-15 06:03:11,12.855130708375217
2011-06-16 22:41:31,11.712092290521554
2011-06-18 23:04:55,9.937083777206423
2011-06-20 14:56:43,8.10700030617357
2011-06-22 03:37:03,6.42982745518995
2011-06-23 18:14:31,5.525734134404565
2011-06-25 17:08:04,4.659357899683671
2011-06-28 04:29:26,3.865162152068902
2011-06-30 10:35:19,3.2223757761115412
2011-07-02 13:00:47,3.179344323575574
2011-07-04 20:58:56,3.5819728983285883
2011-07-07 10:23:08,4.363769765473607
2011-07-10 00:00:55,5.470901572088035
2011-07-12 15:39:32,5.659028201990456
2011-07-14 23:33:41,5.997586094948156
2011-07-17 08:45:15,6.341465497203313
2011-07-19 18:03:25,6.523038191130865
2011-07-22 09:03:30,6.795610990701468
2011-07-24 19:06:18,7.485122181836201
2011-07-27 02:04:52,7.823719480603178
2011-07-29 09:04:36,7.7851182364672775
2011-07-31 19:06:32,8.423053380367515
2011-08-03 05:29:18,8.321711546339941
2011-08-06 00:06:03,8.852853228838303
2011-08-09 01:27:12,9.587398488766533
2011-08-11 18:12:47,9.59645733615189
2011-08-14 19:37:39,10.561792417383623
2011-08-17 16:53:42,11.921926868367114
2011-08-20 10:33:26,12.881836269388758
2011-08-22 21:56:46,14.541658563056915
2011-08-25 17:18:26,15.589681766187963
2011-08-28 15:53:40,16.78615186401936
2011-08-31 08:25:33,18.107433544800738
2011-09-03 02:15:56,19.137249476785453
2011-09-05 19:55:26,18.955571077361185
2011-09-08 15:00:19,18.318757904265972
2011-09-11 10:17:57,19.488148559050256
2011-09-14 07:16:08,18.965648645598307
2011-09-17 06:35:37,18.938896049729713
2011-09-20 00:06:54,19.1033478930968
2011-09-22 17:03:33,18.58919772656842
2011-09-25 14:53:27,19.476973938410612
2011-09-28 11:32:27,19.588485718493764
2011-10-01 13:39:52,18.924593669704052
2011-10-04 10:41:42,18.418275523579982
2011-10-07 12:50:48,19.044287953598367
2011-10-10 15:51:23,20.21749685787754
2011-10-14 05:50:16,20.593013893543212
2011-10-17 05:52:49,21.53437323350716
2011-10-20 11:28:00,21.549338284804218
2011-10-23 23:04:19,21.082347361699792
2011-10-27 04:16:05,20.894055658423728
2011-10-30 17:30:30,20.178890896413563
2011-11-02 12:00:40,20.363515120823187
2011-11-05 05:52:15,20.1160695839502
2011-11-08 02:01:09,20.921846542219647
2011-11-10 18:45:36,20.344457925670802
2011-11-13 18:41:08,20.64403671037339
2011-11-16 08:46:54,20.487485605159797
2011-11-19 04:17:39,18.61414726400299
2011-11-22 05:35:02,17.04240931698939
2011-11-25 08:52:01,15.950828002021167
2011-11-28 13:34:58,14.759543115765414
2011-12-01 07:56:36,12.831503560762664
2011-12-04 01:40:15,11.28082621840816
2011-12-06 19:20:01,9.6078366122092
2011-12-09 12:18:32,7.291438581885053
2011-12-12 03:18:21,6.858424247753793
2011-12-14 23:35:13,5.757930659613045
2011-12-18 02:58:20,5.8156301836213755
2011-12-20 19:21:57,7.490396921975632
2011-12-23 14:43:07,8.640115948420606
2011-12-26 04:58:45,10.703751011366894
2011-12-28 21:07:38,11.872695381725524
2011-12-31 17:12:32,13.891786722750195
2012-01-03 09:05:19,16.412159578737484
2012-01-06 01:11:26,18.288637638828504
2012-01-08 07:47:20,19.68905461978251
2012-01-10 23:32:55,20.915706770983512
2012-01-13 21:00:43,21.218300514406316
2012-01-16 14:49:10,21.75908145163283
2012-01-19 09:00:40,21.77069105739123
2012-01-21 21:27:25,22.158108126195177
2012-01-24 18:08:52,22.172236804663545
2012-01-27 14:58:18,22.457618472339533
2012-01-30 05:34:27,22.48981694958368
2012-02-01 19:25:56,21.938721111577692
2012-02-04 07:25:16,22.159910156446838
2012-02-06 23:56:17,22.558050470625652
2012-02-09 18:40:29,23.150010500238487
2012-02-12 11:56:52,23.43122397437572
2012-02-15 08:13:06,22.724508657048858
2012-02-18 01:18:13,21.465661924130536
2012-02-20 13:28:26,20.695169062169754
2012-02-23 05:34:39,19.84646707569368
